Markets,Periods,Manufacturer,Category,Trademark,Brand,$,Units,EQ,Avg Unit Price,%ACV,TDP,$ / $MM ACV,Units / $MM ACV,EQ / $MM ACV
MARKET_002,1 w/e 08/30/25,MFR_001,CAT_001,TM_003,BRAND_015,54803.3024,20697.5611,2179.8918,2.6478,51.0234,51.2418,309.2268,116.7857,12.3
MARKET_002,1 w/e 08/30/25,MFR_001,CAT_001,TM_003,BRAND_004,83160.5486,31286.1336,3274.5762,2.6581,52.4228,53.1883,456.706,171.819,17.9835
MARKET_002,1 w/e 08/30/25,MFR_001,CAT_001,TM_003,BRAND_014,55.12,6.0,4.5,9.1867,0.1041,0.1041,152.4336,16.5929,12.4447
MARKET_002,1 w/e 08/30/25,MFR_002,CAT_001,TM_004,BRAND_007,16488.4111,6630.284,690.6547,2.4868,7.6854,7.6854,617.6638,248.3736,25.8723
MARKET_002,1 w/e 08/30/25,MFR_002,CAT_001,TM_004,BRAND_009,284.11,46.6667,17.5625,6.0881,0.3878,0.3878,210.9362,34.6474,13.0392
MARKET_002,1 w/e 08/30/25,MFR_002,CAT_001,TM_005,BRAND_010,60914.0527,23193.4831,2454.7379,2.6263,63.0799,63.7106,278.0137,105.8558,11.2035
MARKET_002,1 w/e 08/30/25,MFR_002,CAT_001,TM_005,BRAND_008,15813.4443,6018.97,656.0386,2.6273,13.0627,13.1736,348.5233,132.6562,14.4589
MARKET_003,1 w/e 08/30/25,MFR_001,CAT_001,TM_001,BRAND_011,33280.1958,6643.8734,3210.9444,5.0092,74.7106,100.1389,33.0789,6.6037,3.1915
MARKET_003,1 w/e 08/30/25,MFR_001,CAT_001,TM_001,BRAND_001,214.6946,36.3431,26.6114,5.9075,0.2797,0.2797,56.9905,9.6472,7.064
MARKET_003,1 w/e 08/30/25,MFR_001,CAT_001,TM_002,BRAND_012,35457.7061,6418.1558,3773.4032,5.5246,63.7648,75.6466,41.2931,7.4744,4.3944
MARKET_003,1 w/e 08/30/25,MFR_001,CAT_001,TM_002,BRAND_003,434.7188,153.153,20.5554,2.8385,0.2244,0.4488,143.8609,50.6827,6.8024
MARKET_003,1 w/e 08/30/25,MFR_001,CAT_001,TM_003,BRAND_015,32967.019,8501.6547,2637.958,3.8777,58.5318,81.447,41.825,10.786,3.3468
MARKET_003,1 w/e 08/30/25,MFR_001,CAT_001,TM_003,BRAND_004,59852.0469,11799.9765,5794.6746,5.0722,72.3886,83.6022,61.3984,12.1048,5.9444
MARKET_003,1 w/e 08/30/25,MFR_001,CAT_001,TM_003,BRAND_005,50962.3932,7597.5006,5698.1255,6.7078,67.8564,67.8565,55.7709,8.3143,6.2358
MARKET_003,1 w/e 08/30/25,MFR_001,CAT_001,TM_003,BRAND_006,10.9901,1.0001,0.75,10.99,0.0631,0.0631,12.9264,1.1762,0.8821
MARKET_003,1 w/e 08/30/25,MFR_001,CAT_001,TM_003,BRAND_014,15591.7934,2306.4052,1729.8041,6.7602,35.5816,35.5816,32.5401,4.8135,3.6101
MARKET_003,1 w/e 08/30/25,MFR_002,CAT_001,TM_004,BRAND_007,114339.984,18915.4812,12787.8794,6.0448,22.7167,27.2282,373.7662,61.8329,41.8023
MARKET_003,1 w/e 08/30/25,MFR_002,CAT_001,TM_004,BRAND_009,85000.6938,9222.4052,6863.4993,9.2168,77.6883,78.1193,81.2484,8.8153,6.5605
MARKET_003,1 w/e 08/30/25,MFR_002,CAT_001,TM_005,BRAND_010,94489.8212,23392.6225,8026.1243,4.0393,84.3892,145.3088,83.1469,20.5845,7.0626
MARKET_003,1 w/e 08/30/25,MFR_002,CAT_001,TM_005,BRAND_008,69514.0688,12139.5826,7263.0415,5.7262,32.761,40.4437,157.5665,27.5166,16.463
MARKET_004,1 w/e 08/30/25,MFR_001,CAT_001,TM_001,BRAND_011,2412.98,443.0,234.8332,5.4469,80.9671,106.977,17.0347,3.1274,1.6578
MARKET_004,1 w/e 08/30/25,MFR_001,CAT_001,TM_002,BRAND_012,3001.7101,517.0,349.6458,5.806,76.5409,81.1711,22.4163,3.8609,2.6111
MARKET_004,1 w/e 08/30/25,MFR_001,CAT_001,TM_003,BRAND_015,3038.2401,796.3332,242.0416,3.8153,60.6453,84.0494,28.6361,7.5056,2.2813
MARKET_004,1 w/e 08/30/25,MFR_001,CAT_001,TM_003,BRAND_004,741.04,146.0001,79.1459,5.0756,17.3325,18.7734,24.4382,4.8148,2.6101
MARKET_004,1 w/e 08/30/25,MFR_001,CAT_001,TM_003,BRAND_005,851.89,146.0001,109.5001,5.8349,15.2242,15.2242,31.9845,5.4816,4.1112
MARKET_004,1 w/e 08/30/25,MFR_001,CAT_001,TM_003,BRAND_014,1249.9401,197.0,147.75,6.3449,33.4903,33.4903,21.3333,3.3623,2.5217
MARKET_004,1 w/e 08/30/25,MFR_002,CAT_001,TM_004,BRAND_007,4289.73,688.0,505.0209,6.2351,8.0769,8.9557,303.5795,48.689,35.7398
MARKET_004,1 w/e 08/30/25,MFR_002,CAT_001,TM_004,BRAND_009,6654.3301,714.3132,535.089,9.3157,96.4704,97.238,39.4274,4.2324,3.1704
MARKET_004,1 w/e 08/30/25,MFR_002,CAT_001,TM_005,BRAND_010,3957.49,737.0,412.6043,5.3697,93.3779,108.2763,24.225,4.5114,2.5257
MARKET_004,1 w/e 08/30/25,MFR_002,CAT_001,TM_005,BRAND_008,2540.32,407.0,280.7083,6.2416,7.7088,10.2579,188.3616,30.1786,20.8142
MARKET_005,1 w/e 08/30/25,MFR_001,CAT_001,TM_001,BRAND_011,20582.0201,4828.3332,1535.8854,4.2628,98.2529,197.6461,25.3199,5.9398,1.8894
MARKET_005,1 w/e 08/30/25,MFR_001,CAT_001,TM_002,BRAND_012,16234.64,2796.0,1442.125,5.8064,84.5673,118.291,23.2038,3.9963,2.0612
MARKET_005,1 w/e 08/30/25,MFR_001,CAT_001,TM_003,BRAND_015,24457.1,6798.0,1679.4584,3.5977,83.4134,130.1092,35.4396,9.8506,2.4336
MARKET_005,1 w/e 08/30/25,MFR_001,CAT_001,TM_003,BRAND_004,49053.6001,13443.0001,3440.5001,3.649,96.415,162.2061,61.4958,16.8528,4.3132
MARKET_005,1 w/e 08/30/25,MFR_001,CAT_001,TM_003,BRAND_013,354.86,46.0,34.5,7.7143,1.0493,1.0493,40.8759,5.2987,3.974
MARKET_005,1 w/e 08/30/25,MFR_001,CAT_001,TM_003,BRAND_005,23422.0901,3005.9996,2254.4996,7.7918,91.2508,91.2508,31.0248,3.9817,2.9863
MARKET_005,1 w/e 08/30/25,MFR_001,CAT_001,TM_003,BRAND_014,9553.5601,1206.0001,904.5001,7.9217,61.8686,61.8686,18.6644,2.3561,1.7671
MARKET_005,1 w/e 08/30/25,MFR_002,CAT_001,TM_004,BRAND_007,26423.7901,4439.0,2508.3959,5.9526,23.0466,27.5453,138.5823,23.2808,13.1555
MARKET_005,1 w/e 08/30/25,MFR_002,CAT_001,TM_004,BRAND_009,38526.96,5246.6606,3925.9539,7.3431,94.353,94.8656,49.3547,6.7212,5.0293
MARKET_005,1 w/e 08/30/25,MFR_002,CAT_001,TM_005,BRAND_010,42266.19,10103.0,3509.1459,4.1835,99.1959,167.4836,51.5014,12.3105,4.2759
MARKET_005,1 w/e 08/30/25,MFR_002,CAT_001,TM_005,BRAND_008,20395.48,3511.0001,1938.3333,5.809,31.8539,39.1879,77.391,13.3225,7.355
MARKET_001,1 w/e 08/31/24,MFR_001,CAT_001,TM_001,BRAND_001,33112.3752,8573.736,2763.0604,3.8621,41.3605,57.7157,26.8433,6.9505,2.2399
MARKET_001,1 w/e 08/31/24,MFR_001,CAT_001,TM_002,BRAND_002,7781.3876,3094.1588,418.051,2.5149,7.6396,7.9322,34.1521,13.5801,1.8348
MARKET_001,1 w/e 08/31/24,MFR_001,CAT_001,TM_002,BRAND_003,157.63,70.0,7.8125,2.2519,0.1873,0.2725,28.2188,12.5313,1.3986
MARKET_001,1 w/e 08/31/24,MFR_001,CAT_001,TM_003,BRAND_004,67854.9895,17318.7859,6441.7469,3.918,30.4114,33.7879,74.8128,19.0946,7.1023
MARKET_001,1 w/e 08/31/24,MFR_001,CAT_001,TM_003,BRAND_005,2878.74,436.9635,327.7227,6.5881,2.9088,2.9088,33.1836,5.0369,3.7777
MARKET_001,1 w/e 08/31/24,MFR_002,CAT_001,TM_004,BRAND_007,107910.2456,19105.3709,12020.2735,5.6482,8.0316,8.1802,450.4977,79.76,50.1816
MARKET_001,1 w/e 08/31/24,MFR_002,CAT_001,TM_005,BRAND_008,129919.8374,27404.6307,13315.1105,4.7408,18.7685,21.2971,232.1014,48.9583,23.7874
MARKET_002,1 w/e 08/31/24,MFR_001,CAT_001,TM_001,BRAND_001,11018.4404,4451.2401,564.2799,2.4754,24.0871,27.4978,132.4739,53.5169,6.7843
MARKET_002,1 w/e 08/31/24,MFR_001,CAT_001,TM_002,BRAND_002,4773.901,2082.3211,201.7969,2.2926,10.802,11.1523,127.9859,55.826,5.4101
MARKET_002,1 w/e 08/31/24,MFR_001,CAT_001,TM_003,BRAND_004,17080.1448,6969.014,705.9896,2.4509,18.9673,20.6484,260.7839,106.4046,10.7792
MARKET_002,1 w/e 08/31/24,MFR_001,CAT_001,TM_003,BRAND_005,13.0,2.0,1.5001,6.5,0.0266,0.0266,141.4581,21.7628,16.3221
MARKET_002,1 w/e 08/31/24,MFR_002,CAT_001,TM_004,BRAND_007,10095.2898,3080.6851,548.8483,3.277,6.2383,6.9468,468.646,143.0123,25.4788
MARKET_002,1 w/e 08/31/24,MFR_002,CAT_001,TM_005,BRAND_008,25402.9895,8464.591,1181.1126,3.0011,15.3286,16.4302,479.9292,159.9184,22.3143
MARKET_003,1 w/e 08/31/24,MFR_001,CAT_001,TM_001,BRAND_001,14652.7948,2791.8325,1521.5808,5.2485,46.3105,63.9713,23.6605,4.5081,2.457
MARKET_003,1 w/e 08/31/24,MFR_001,CAT_001,TM_002,BRAND_002,2365.7564,760.8379,181.1083,3.1094,7.3264,7.8885,24.1469,7.7658,1.8485
MARKET_003,1 w/e 08/31/24,MFR_001,CAT_001,TM_002,BRAND_003,129.4301,58.0,6.5625,2.2316,0.4125,0.6026,23.4628,10.5141,1.1896
MARKET_003,1 w/e 08/31/24,MFR_001,CAT_001,TM_003,BRAND_004,41731.9547,8043.7719,4986.8718,5.1881,43.5273,47.8494,71.6953,13.8192,8.5674
MARKET_003,1 w/e 08/31/24,MFR_001,CAT_001,TM_003,BRAND_005,2463.71,376.9635,282.7226,6.5357,5.1755,5.1755,35.5974,5.4466,4.085
MARKET_003,1 w/e 08/31/24,MFR_002,CAT_001,TM_004,BRAND_007,72930.9058,12304.3526,9021.5293,5.9272,8.565,8.6876,636.747,107.4272,78.7654
MARKET_003,1 w/e 08/31/24,MFR_002,CAT_001,TM_005,BRAND_008,76985.6179,14176.2896,9351.6854,5.4306,23.6681,26.8938,243.2374,44.7902,29.5468
MARKET_004,1 w/e 08/31/24,MFR_001,CAT_001,TM_001,BRAND_001,1347.1,214.0,123.349,6.2949,56.5095,72.2982,13.7252,2.1804,1.2568
MARKET_004,1 w/e 08/31/24,MFR_001,CAT_001,TM_002,BRAND_002,2.39,1.0001,0.1043,2.39,0.6472,0.6472,2.1261,0.8896,0.0927
MARKET_004,1 w/e 08/31/24,MFR_001,CAT_001,TM_003,BRAND_004,2182.87,397.0,229.9844,5.4984,31.6952,35.7504,39.6529,7.2117,4.1778
MARKET_004,1 w/e 08/31/24,MFR_001,CAT_001,TM_003,BRAND_005,5.31,1.0001,0.75,5.31,0.8442,0.8442,3.6216,0.682,0.5115
MARKET_004,1 w/e 08/31/24,MFR_002,CAT_001,TM_004,BRAND_007,1993.96,339.0001,254.25,5.8819,2.6362,2.6362,435.4861,74.0385,55.5289
MARKET_004,1 w/e 08/31/24,MFR_002,CAT_001,TM_005,BRAND_008,2527.5101,418.0001,298.0,6.0467,9.2098,9.5002,158.0089,26.1315,18.6297
MARKET_005,1 w/e 08/31/24,MFR_001,CAT_001,TM_001,BRAND_001,4738.82,760.0,408.3896,6.2353,58.5527,85.7391,9.7823,1.5689,0.843
MARKET_005,1 w/e 08/31/24,MFR_001,CAT_001,TM_002,BRAND_002,337.1,129.0,18.6042,2.6132,9.218,9.4664,4.4202,1.6915,0.2439
MARKET_005,1 w/e 08/31/24,MFR_001,CAT_001,TM_003,BRAND_004,4660.0601,1031.0,381.7865,4.5199,26.7762,31.8928,21.036,4.654,1.7234
MARKET_005,1 w/e 08/31/24,MFR_001,CAT_001,TM_003,BRAND_005,527.2601,69.0001,51.75,7.6414,3.2229,3.2229,19.7741,2.5877,1.9408
MARKET_005,1 w/e 08/31/24,MFR_002,CAT_001,TM_004,BRAND_007,21862.1301,2962.0,2096.8542,7.3809,11.6282,11.6282,227.2476,30.7887,21.7959
MARKET_005,1 w/e 08/31/24,MFR_002,CAT_001,TM_005,BRAND_008,21317.8101,3266.0,2030.3542,6.5272,19.5583,22.7586,131.7442,20.1839,12.5476
MARKET_001,1 w/e 09/06/25,MFR_001,CAT_001,TM_001,BRAND_011,83497.5396,21274.0736,6413.328,3.9248,70.2337,103.2825,40.1235,10.223,3.0818
MARKET_001,1 w/e 09/06/25,MFR_001,CAT_001,TM_001,BRAND_001,1823.0985,659.1261,134.3302,2.7659,0.3626,0.4258,169.6979,61.3529,12.5037
MARKET_001,1 w/e 09/06/25,MFR_001,CAT_001,TM_002,BRAND_012,66233.1358,13211.0148,6324.1754,5.0135,59.9056,69.8714,37.3146,7.4429,3.5629
MARKET_001,1 w/e 09/06/25,MFR_001,CAT_001,TM_002,BRAND_002,703.2802,248.18,36.7271,2.8338,0.196,0.2075,121.0757,42.7263,6.3229
MARKET_001,1 w/e 09/06/25,MFR_001,CAT_001,TM_002,BRAND_003,602.8888,220.153,27.0762,2.7385,0.1827,0.2846,111.4006,40.6794,5.0031
MARKET_001,1 w/e 09/06/25,MFR_001,CAT_001,TM_003,BRAND_015,94062.9834,28331.2198,5959.4811,3.3201,56.3983,75.4567,56.2891,16.9539,3.5663
MARKET_001,1 w/e 09/06/25,MFR_001,CAT_001,TM_003,BRAND_004,214301.3012,62703.9187,13831.7156,3.4177,69.2644,92.1397,104.4206,30.5532,6.7397
MARKET_001,1 w/e 09/06/25,MFR_001,CAT_001,TM_003,BRAND_013,7.9801,1.0001,0.75,7.98,0.0723,0.0723,3.7269,0.467,0.3503
MARKET_001,1 w/e 09/06/25,MFR_001,CAT_001,TM_003,BRAND_005,72421.5535,10481.7936,7861.3452,6.9093,54.9148,54.9149,44.5092,6.442,4.8315
MARKET_001,1 w/e 09/06/25,MFR_001,CAT_001,TM_003,BRAND_014,23802.2768,3368.0964,2526.0723,7.067,31.4202,31.4202,25.5671,3.6178,2.7134
MARKET_001,1 w/e 09/06/25,MFR_002,CAT_001,TM_004,BRAND_007,142451.2987,25515.9832,15551.3912,5.5828,15.1905,17.395,316.4943,56.6907,34.5516
MARKET_001,1 w/e 09/06/25,MFR_002,CAT_001,TM_004,BRAND_009,132027.631,15436.428,11492.4659,8.553,65.5316,65.6943,67.9963,7.95,5.9188
MARKET_001,1 w/e 09/06/25,MFR_002,CAT_001,TM_005,BRAND_010,230149.2969,65644.614,16632.0672,3.506,80.5219,126.4913,96.4644,27.5142,6.9711
MARKET_001,1 w/e 09/06/25,MFR_002,CAT_001,TM_005,BRAND_008,97083.5174,18668.2267,9305.6673,5.2005,22.4262,26.0671,146.1036,28.0943,14.0043
MARKET_002,1 w/e 09/06/25,MFR_001,CAT_001,TM_001,BRAND_011,25372.9264,9122.7241,961.9088,2.7813,34.3778,34.5728,212.487,76.3988,8.0556
MARKET_002,1 w/e 09/06/25,MFR_001,CAT_001,TM_001,BRAND_001,1611.3941,623.783,107.8229,2.5833,2.223,2.7619,208.6919,80.7863,13.9642
MARKET_002,1 w/e 09/06/25,MFR_001,CAT_001,TM_002,BRAND_012,9819.2008,3803.2391,411.6706,2.5818,14.4111,14.5,196.1643,75.9797,8.2242
MARKET_002,1 w/e 09/06/25,MFR_001,CAT_001,TM_002,BRAND_002,703.2802,248.18,36.7271,2.8338,1.6723,1.7698,121.0757,42.7263,6.3229
MARKET_002,1 w/e 09/06/25,MFR_001,CAT_001,TM_002,BRAND_003,168.1701,67.0,6.5209,2.51,0.6881,0.6881,70.3581,28.0311,2.7281
MARKET_002,1 w/e 09/06/25,MFR_001,CAT_001,TM_003,BRAND_015,40553.9768,15041.9261,1596.5757,2.6961,40.3037,40.675,289.687,107.4482,11.4047
MARKET_002,1 w/e 09/06/25,MFR_001,CAT_001,TM_003,BRAND_004,86032.6583,31617.904,3307.4276,2.721,54.7176,55.7363,452.6648,166.3591,17.4022
MARKET_002,1 w/e 09/06/25,MFR_001,CAT_001,TM_003,BRAND_014,20.98,2.0,1.5001,10.49,0.0447,0.0447,135.0934,12.8783,9.6587
MARKET_002,1 w/e 09/06/25,MFR_002,CAT_001,TM_004,BRAND_007,9338.172,3509.363,365.5587,2.6609,4.5229,4.5229,594.4056,223.3826,23.269
MARKET_002,1 w/e 09/06/25,MFR_002,CAT_001,TM_004,BRAND_009,303.1601,50.0,18.7708,6.0632,0.3532,0.3532,247.0943,40.7531,15.2994
MARKET_002,1 w/e 09/06/25,MFR_002,CAT_001,TM_005,BRAND_010,71086.3131,26129.06,2871.7228,2.7206,62.7241,65.0655,326.281,119.9305,13.181
MARKET_002,1 w/e 09/06/25,MFR_002,CAT_001,TM_005,BRAND_008,12669.7659,4617.5891,504.8946,2.7438,11.3684,11.4875,320.8551,116.938,12.7862
MARKET_003,1 w/e 09/06/25,MFR_001,CAT_001,TM_001,BRAND_011,34109.7232,6547.0165,3601.8672,5.21,76.2142,96.8322,33.2346,6.379,3.5095
MARKET_003,1 w/e 09/06/25,MFR_001,CAT_001,TM_001,BRAND_001,211.7047,35.343,26.5073,5.99,0.2244,0.2244,70.0591,11.696,8.772
MARKET_003,1 w/e 09/06/25,MFR_001,CAT_001,TM_002,BRAND_012,36627.5351,6094.4427,4035.2341,6.01,65.6818,74.4771,41.4105,6.8903,4.5622
MARKET_003,1 w/e 09/06/25,MFR_001,CAT_001,TM_002,BRAND_003,434.7188,153.153,20.5554,2.8385,0.2244,0.4488,143.8609,50.6827,6.8024
MARKET_003,1 w/e 09/06/25,MFR_001,CAT_001,TM_003,BRAND_015,29297.3967,6921.2938,2642.3428,4.2329,55.3734,75.6564,39.2894,9.2818,3.5435
MARKET_003,1 w/e 09/06/25,MFR_001,CAT_001,TM_003,BRAND_004,62090.8631,11519.6816,6054.9967,5.39,73.2428,85.5595,62.9522,11.6795,6.139
MARKET_003,1 w/e 09/06/25,MFR_001,CAT_001,TM_003,BRAND_005,49914.9935,7379.7937,5534.8452,6.7637,68.7737,68.7738,53.896,7.9684,5.9763
MARKET_003,1 w/e 09/06/25,MFR_001,CAT_001,TM_003,BRAND_014,13591.0468,2021.0964,1515.8222,6.7246,30.7698,30.7699,32.8001,4.8776,3.6582
MARKET_003,1 w/e 09/06/25,MFR_002,CAT_001,TM_004,BRAND_007,107849.5267,17792.6202,12660.8326,6.0615,19.4254,22.2382,412.284,68.0171,48.3995
MARKET_003,1 w/e 09/06/25,MFR_002,CAT_001,TM_004,BRAND_009,91249.141,10076.1309,7501.3055,9.056,79.1099,79.2595,85.6536,9.4582,7.0413
MARKET_003,1 w/e 09/06/25,MFR_002,CAT_001,TM_005,BRAND_010,103279.3938,25241.554,9083.6984,4.0916,85.2528,145.5672,89.9607,21.9865,7.9123
MARKET_003,1 w/e 09/06/25,MFR_002,CAT_001,TM_005,BRAND_008,65750.9615,10586.6376,6937.0851,6.2108,29.3704,35.0294,166.2419,26.7668,17.5394
MARKET_004,1 w/e 09/06/25,MFR_001,CAT_001,TM_001,BRAND_011,1891.8801,312.0001,164.7188,6.0637,70.2806,86.9896,15.3868,2.5375,1.3397
MARKET_004,1 w/e 09/06/25,MFR_001,CAT_001,TM_002,BRAND_012,2350.48,339.0001,246.5,6.9336,73.2327,75.5454,18.346,2.646,1.924
MARKET_004,1 w/e 09/06/25,MFR_001,CAT_001,TM_003,BRAND_015,2043.62,477.0,162.0625,4.2843,54.937,73.2545,21.263,4.963,1.6862
MARKET_004,1 w/e 09/06/25,MFR_001,CAT_001,TM_003,BRAND_004,779.28,135.0001,74.7708,5.7724,14.1287,16.5168,31.527,5.4616,3.025
MARKET_004,1 w/e 09/06/25,MFR_001,CAT_001,TM_003,BRAND_005,483.25,72.0001,54.0,6.7118,12.7526,12.7526,21.6602,3.2272,2.4204
MARKET_004,1 w/e 09/06/25,MFR_001,CAT_001,TM_003,BRAND_014,1153.15,165.0001,123.75,6.9888,29.9377,29.9377,22.0169,3.1503,2.3627
MARKET_004,1 w/e 09/06/25,MFR_002,CAT_001,TM_004,BRAND_007,3336.02,469.0,350.4583,7.113,8.4719,8.9406,225.0798,31.6432,23.6453
MARKET_004,1 w/e 09/06/25,MFR_002,CAT_001,TM_004,BRAND_009,5196.01,685.6634,514.2477,7.5781,95.5277,95.5277,31.0906,4.1027,3.077
MARKET_004,1 w/e 09/06/25,MFR_002,CAT_001,TM_005,BRAND_010,3252.8901,587.0,306.5625,5.5416,87.186,100.5203,21.3261,3.8484,2.0098
MARKET_004,1 w/e 09/06/25,MFR_002,CAT_001,TM_005,BRAND_008,1595.7201,216.0,157.4793,7.3876,9.0028,10.6148,101.313,13.7139,9.9984
MARKET_005,1 w/e 09/06/25,MFR_001,CAT_001,TM_001,BRAND_011,18866.86,4256.3332,1503.6926,4.4327,97.723,186.8051,23.3358,5.2645,1.8599
MARKET_005,1 w/e 09/06/25,MFR_001,CAT_001,TM_002,BRAND_012,17518.08,2758.3333,1705.7917,6.351,88.6534,113.5287,23.8842,3.7607,2.3257
MARKET_005,1 w/e 09/06/25,MFR_001,CAT_001,TM_003,BRAND_015,17323.96,3895.0001,1388.6875,4.4477,78.707,112.8662,26.6044,5.9815,2.1326
MARKET_005,1 w/e 09/06/25,MFR_001,CAT_001,TM_003,BRAND_004,49866.87,13597.333,3642.1456,3.6674,97.2982,163.0467,61.9479,16.8915,4.5245
MARKET_005,1 w/e 09/06/25,MFR_001,CAT_001,TM_003,BRAND_013,208.18,28.0,21.0,7.435,0.8005,0.8005,31.4353,4.228,3.171
MARKET_005,1 w/e 09/06/25,MFR_001,CAT_001,TM_003,BRAND_005,23273.78,3107.0,2330.2501,7.4908,90.367,90.367,31.1298,4.1558,3.1168
MARKET_005,1 w/e 09/06/25,MFR_001,CAT_001,TM_003,BRAND_014,9477.6801,1231.0,923.25,7.6992,59.4126,59.4126,19.2816,2.5044,1.8783
MARKET_005,1 w/e 09/06/25,MFR_002,CAT_001,TM_004,BRAND_007,25506.0401,4203.0,2585.8542,6.0685,20.3893,24.5465,151.2026,24.9159,15.3292
MARKET_005,1 w/e 09/06/25,MFR_002,CAT_001,TM_004,BRAND_009,38413.7601,5033.6329,3770.0581,7.6314,93.8066,94.1435,49.4963,6.4859,4.8577
MARKET_005,1 w/e 09/06/25,MFR_002,CAT_001,TM_005,BRAND_010,44191.63,10849.0,3902.0208,4.0733,99.1449,168.6089,53.8752,13.2263,4.7571
MARKET_005,1 w/e 09/06/25,MFR_002,CAT_001,TM_005,BRAND_008,18198.87,3077.0,1866.0,5.9145,26.8238,31.5286,82.0056,13.8652,8.4083
MARKET_001,1 w/e 09/07/24,MFR_001,CAT_001,TM_001,BRAND_001,30054.787,7640.5216,2741.2158,3.9336,37.7398,51.2462,26.6991,6.7874,2.4352
MARKET_001,1 w/e 09/07/24,MFR_001,CAT_001,TM_002,BRAND_002,6818.7304,2751.5891,367.5454,2.4781,6.3386,6.6098,36.0658,14.5538,1.944
MARKET_001,1 w/e 09/07/24,MFR_001,CAT_001,TM_002,BRAND_003,88903.666,31203.2336,4277.6186,2.8492,33.9439,57.2284,87.8095,30.8192,4.225
MARKET_001,1 w/e 09/07/24,MFR_001,CAT_001,TM_003,BRAND_004,58556.3261,15346.3234,5464.305,3.8157,27.031,29.9289,72.6265,19.0338,6.7773
MARKET_001,1 w/e 09/07/24,MFR_001,CAT_001,TM_003,BRAND_005,2313.0388,356.6825,267.5118,6.4849,1.9243,1.9243,40.2983,6.2142,4.6607
MARKET_001,1 w/e 09/07/24,MFR_002,CAT_001,TM_004,BRAND_007,73182.8839,14569.3051,8895.6741,5.0231,6.4955,6.637,377.7316,75.1991,45.9148
MARKET_001,1 w/e 09/07/24,MFR_002,CAT_001,TM_005,BRAND_008,116679.4894,25497.9492,12922.1509,4.576,15.6481,17.3467,249.9862,54.6294,27.6858
MARKET_002,1 w/e 09/07/24,MFR_001,CAT_001,TM_001,BRAND_001,8191.9284,3434.7281,378.8142,2.385,17.2385,19.3667,137.6196,57.7014,6.3639
MARKET_002,1 w/e 09/07/24,MFR_001,CAT_001,TM_002,BRAND_002,4481.2166,1882.987,182.6162,2.3798,12.365,12.6871,104.9537,44.1011,4.277
MARKET_002,1 w/e 09/07/24,MFR_001,CAT_001,TM_002,BRAND_003,6287.7963,2692.7751,262.3107,2.3351,7.8415,9.8078,232.2165,99.4477,9.6875
MARKET_002,1 w/e 09/07/24,MFR_001,CAT_001,TM_003,BRAND_004,13444.8923,5590.3576,551.0634,2.405,19.6274,21.5644,198.376,82.4843,8.1308
MARKET_002,1 w/e 09/07/24,MFR_001,CAT_001,TM_003,BRAND_005,44.99,7.0001,5.25,6.4271,0.0542,0.0542,240.4596,37.4131,28.0599
MARKET_002,1 w/e 09/07/24,MFR_002,CAT_001,TM_004,BRAND_007,7086.0639,2603.3271,321.6589,2.7219,5.4819,6.1794,374.3417,137.5282,16.9926
MARKET_002,1 w/e 09/07/24,MFR_002,CAT_001,TM_005,BRAND_008,21512.4356,7262.441,1028.1185,2.9621,16.2164,17.0635,384.174,129.6943,18.3604
MARKET_003,1 w/e 09/07/24,MFR_001,CAT_001,TM_001,BRAND_001,15288.6387,3098.1278,1789.4805,4.9348,44.4277,58.8743,25.7281,5.2136,3.0114
MARKET_003,1 w/e 09/07/24,MFR_001,CAT_001,TM_002,BRAND_002,1799.6336,666.6021,156.2208,2.6997,6.0774,6.5991,22.1392,8.2006,1.9218
MARKET_003,1 w/e 09/07/24,MFR_001,CAT_001,TM_002,BRAND_003,50175.2697,19395.4586,2234.5268,2.587,34.1777,60.1149,109.7588,42.4277,4.888
MARKET_003,1 w/e 09/07/24,MFR_001,CAT_001,TM_003,BRAND_004,38051.7038,7756.9658,4403.7208,4.9055,40.0786,44.2937,70.9829,14.4701,8.2149
MARKET_003,1 w/e 09/07/24,MFR_001,CAT_001,TM_003,BRAND_005,2181.3388,338.6825,254.0118,6.4407,3.6727,3.6727,44.4047,6.8944,5.1708
MARKET_003,1 w/e 09/07/24,MFR_002,CAT_001,TM_004,BRAND_007,59582.53,10817.9781,7942.286,5.5077,7.6843,7.8068,579.7066,105.2532,77.2742
MARKET_003,1 w/e 09/07/24,MFR_002,CAT_001,TM_005,BRAND_008,70624.6436,14237.5083,9498.0948,4.9605,18.5079,20.6903,285.2931,57.5134,38.3682
MARKET_004,1 w/e 09/07/24,MFR_001,CAT_001,TM_001,BRAND_001,976.41,145.0001,84.0991,6.7339,51.4513,62.9607,10.9264,1.6226,0.9411
MARKET_004,1 w/e 09/07/24,MFR_001,CAT_001,TM_002,BRAND_002,4.78,2.0,0.2083,2.39,0.6472,0.6472,4.2523,1.7792,0.1853
MARKET_004,1 w/e 09/07/24,MFR_001,CAT_001,TM_002,BRAND_003,14519.2901,3484.0001,810.0573,4.1674,71.6944,131.9707,116.6008,27.9791,6.5054
MARKET_004,1 w/e 09/07/24,MFR_001,CAT_001,TM_003,BRAND_004,879.9601,180.0001,77.4635,4.8887,19.4905,21.5221,25.9944,5.3173,2.2883
